MRF Item #,Default Item #,New,Main Category,Subcategory 1,Options,Item Name,Price Category,Min Qty,Min -47,48-95,96-239,240-479,480-959,300-599,600-2399,Mfg Code,Setup Charge Applies,Web Copy,Sales Flyer Copy,Ingredient Box (List of Ingredients),Kosher,Made in America,Units/Case,Ship Weight Each,Weight per Case,Dimensional Weight Applies,Description,Product Dimensions L,Product Dimensions W,Product Dimensions H,Additional Description,Addt'l Dimensions L,Addt'l Dimensions W,Addt'l Dimensions H,Imprint Details,Imprint Dimensions L,Imprint Dimensions W,Packaging,Individual Mailing Carton,Extra Bullets,Production Time,Default Inventory Quantity,Virtual Link,Hero Image Filename,Full-Size Filename,Thumbnail Filename,,,,,,,,,,,,,,,,,,,,,,,,,
SBLK2912,,X,10,,,Taste Tempting Tower of Appreciation,4,12,39.95,39.65,39.35,,,,,3C,X,"Here’s a great way to show your appreciation! This elegant silver and black tower boasts some great treats... Gourmet Chocolate Chip Cookies, two and one-half ounces; Chocolate Covered Peanuts, six-ounces; Chocolate Sea Salt Caramel Corn, five-ounces; and crunchy Ranch Flavored Peanuts, five-ounces. You can’t go wrong with this delicious gift. Serves 6-8.","Here’s a great way to show your appreciation! This elegant silver and black tower boasts some great treats... Gourmet Chocolate Chip Cookies, two and one-half ounces; Chocolate Covered Peanuts, six-ounces; Chocolate Sea Salt Caramel Corn, five-ounces; and crunchy Ranch Flavored Peanuts, five-ounces. You can’t go wrong with this delicious gift. Serves 6-8.","Chocolate Sea Salt Caramel Corn, 5 oz.
Ranch Flavored Peanuts, 5 oz.
Gourmet Chocolate Chip Cookies, 2.5 oz.
Chocolate Covered Peanuts, 6 oz.",,X,6,3,13,,Tower,7.375,3.875,6.75,,,,,Price includes imprint foil-stamped in silver on black ribbon.,3,0.75,Individual mailing carton is included at no charge.,,"Maximum size for enclosure cards: 6"" x 4"".",5 working days. Orders utilizing individual drop shipment directly to recipients will be available for shipment 10 working days from factory's receipt of complete and accurate mailing list.,,,SBLK2912_HERO.jpg,SBLK2912_WEB.jpg,SBLK2912_THUMB.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
SBLK441,,X,10,,,Silver & Black Crowd Pleaser,4,12,39.95,39.65,39.35,,,,,3C,X,"This elegant sparkling tower contains an excellent assortment of gourmet treats that’s guaranteed to please the crowd. We include fresh-roasted Extra Fancy Jumbo Cashews, Chocolate Covered Peanuts, Chocolate Chip Cookies and Ranch Flavored Peanuts. When they open this tower, they’re guaranteed to be thrilled! Your logo is foil-stamped in silver on the black satin ribbon. Serves 7-10.","This elegant sparkling tower contains an excellent assortment of gourmet treats that’s guaranteed to please the crowd. We include fresh-roasted Extra Fancy Jumbo Cashews, Chocolate Covered Peanuts, Chocolate Chip Cookies and Ranch Flavored Peanuts. When they open this tower, they’re guaranteed to be thrilled! Your logo is foil-stamped in silver on the black satin ribbon. Serves 7-10.","Extra Fancy Jumbo Cashews, 5 oz.
Gourmet Chocolate Chip Cookies, 2.5 oz.
Chocolate Covered Peanuts, 6 oz.
Ranch Flavored Peanuts, 5 oz.",,X,12,3,36,,Tower,3.875,3.875,6.75,,,,,Price includes imprint foil-stamped in silver on black ribbon.,3,0.75,Individual mailing carton is included at no charge.,,"Maximum size for enclosure cards: 6"" x 4"".",5 working days. Orders utilizing individual drop shipment directly to recipients will be available for shipment 10 working days from factory's receipt of complete and accurate mailing list.,,,SBLK441_HERO.jpg,SBLK441_WEB.jpg,SBLK441_THUMB.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
SCT102,CCT102,,9,9,64,Extra Fancy Jumbo Cashews in Classic Treats Gift Box,2,24,12.99,12.99,12.95,12.95,12.89,,,3C,X,"These jumbo, great tasting, freshly roasted, extra fancy cashews are some of the very finest in the world.  We roast them carefully to make sure they are extra crunchy, then lightly salt them to bring out that real, honest-to-goodness flavor.  Cashews are a great source of magnesium, selenium, zinc and iron. Your choice of copper or silver gift box is foil-stamped in your choice of black, white, blue, or red and tied with a matching satin ribbon and bow.  Eggshell blue gift boxes are foil-stamped in white and tied with a white satin ribbon and bow.  Each box contains five-ounces.","These jumbo, great tasting, freshly roasted, extra fancy cashews are some of the very finest in the world.  We roast them carefully to make sure they are extra crunchy, then lightly salt them to bring out that real, honest-to-goodness flavor.  Cashews are a great source of magnesium, selenium, zinc and iron. The silver gift box is foil-stamped in your choice of black, white, blue, or red and tied with a matching satin ribbon and bow.  Each box contains five-ounces.",,X,,48,1,39,X,Gift Box,3.625,3.625,3.75,,,,,Price includes imprint foil-stamped in one of four colors on gift box.,2,1.5,Individual mailing carton is available at additional charge.,IMC-CT,"Maximum size for enclosure cards: 4.25"" x 3.25"".",5 working days. Orders utilizing individual drop shipment directly to recipients will be available for shipment 10 working days from factory's receipt of complete and accurate mailing list.,,,SCT102_HERO.jpg,SCT102_WEB.jpg,SCT102_THUMB.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
SCT118,SCT118,,9,9,64,Chocolate Peanut Butter Meltaways in Classic Treats Gift Box,2,24,15.99,15.99,15.95,15.95,15.89,,,3C,X,"These Peanut Butter Meltaways are a wonderful blend of complex flavors—the soft, creamy peanut butter center is enrobed in rich, dark chocolate; then dusted with a delicate sprinkling of sea salt to create a smooth and incredible flavor sensation.  We are sure you will enjoy this delicious treat.  Your choice of copper or silver gift box is foil-stamped in your choice of black, white, blue, or red and tied with a matching satin ribbon and bow.  Eggshell blue gift boxes are foil-stamped in white and tied with a white satin ribbon and bow.  Each box contains 8 meltaways.","These Peanut Butter Meltaways are a wonderful blend of complex flavors—the soft, creamy peanut butter center is enrobed in rich, dark chocolate; then dusted with a delicate sprinkling of sea salt to create a smooth and incredible flavor sensation.  We are sure you will enjoy this delicious treat.  The silver gift box is foil-stamped in your choice of black, white, blue, or red and tied with a matching satin ribbon and bow.  Each box contains 8 meltaways.",,X,,48,1,39,X,Gift Box,3.625,3.625,3.75,,,,,Price includes imprint foil-stamped in one of four colors on gift box.,2,1.5,Individual mailing carton is available at additional charge.,IMC-CT,"Maximum size for enclosure cards: 4.25"" x 3.25"".",5 working days. Orders utilizing individual drop shipment directly to recipients will be available for shipment 10 working days from factory's receipt of complete and accurate mailing list.,,,SCT118_HERO.jpg,SCT118_WEB.jpg,SCT118_THUMB.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
SCT119,SCT119,,9,9,64,Chocolate Sea Salt Caramels in Classic Treats Gift Box,2,24,13.99,13.99,13.95,13.95,13.89,,,3C,X,"These Sea Salt Caramels are a harmonious blend of complex flavors—soft, buttery caramel, made with dairy fresh cream, is enrobed in rich, dark chocolate; then dusted with a delicate sprinkling of sea salt to create a bold flavor sensation.  We are sure you will enjoy this exquisite treat.  Your choice of copper or silver gift box is foil-stamped in your choice of black, white, blue, or red and tied with a matching satin ribbon and bow.  Eggshell blue gift boxes are foil-stamped in white and tied with a white satin ribbon and bow.  Each box contains 8 caramels.","These Sea Salt Caramels are a harmonious blend of complex flavors—soft, buttery caramel, made with dairy fresh cream, is enrobed in rich, dark chocolate; then dusted with a delicate sprinkling of sea salt to create a bold flavor sensation.  We are sure you will enjoy this exquisite treat.  The silver gift box is foil-stamped in your choice of black, white, blue, or red and tied with a matching satin ribbon and bow.  Each box contains 8 caramels.",,X,,48,1,39,X,Gift Box,3.625,3.625,3.75,,,,,Price includes imprint foil-stamped in one of four colors on gift box.,2,1.5,Individual mailing carton is available at additional charge.,IMC-CT,"Maximum size for enclosure cards: 4.25"" x 3.25"".",5 working days. Orders utilizing individual drop shipment directly to recipients will be available for shipment 10 working days from factory's receipt of complete and accurate mailing list.,,,SCT119_HERO.jpg,SCT119_WEB.jpg,SCT119_THUMB.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
SCT121,SCT121,,9,9,64,English Butter Toffee in Classic Treats Gift Box,2,24,13.99,13.99,13.95,13.95,13.89,,,3C,X,"Our English Butter Toffee is crafted in small batches from a perfect blend of freshly toasted California almonds, sweet creamery butter and pure cane sugar.  It is covered with a generous layer of rich milk chocolate and sprinkled with crushed almonds creating a buttery, crunchy, wonderful taste sensation. Your choice of copper or silver gift box is foil-stamped in your choice of black, white, blue, or red and tied with a matching satin ribbon and bow.  Eggshell blue gift boxes are foil-stamped in white and tied with a white satin ribbon and bow.  Each box contains 12 pieces of toffee.","Our English Butter Toffee is crafted in small batches from a perfect blend of freshly toasted California almonds, sweet creamery butter and pure cane sugar.  It is covered with a generous layer of rich milk chocolate and sprinkled with crushed almonds creating a buttery, crunchy, wonderful taste sensation. The silver gift box is foil-stamped in your choice of black, white, blue, or red and tied with a matching satin ribbon and bow.  Each box contains 12 pieces of toffee.",,,,48,1,39,X,Gift Box,3.625,3.625,3.75,,,,,Price includes imprint foil-stamped in one of four colors on gift box.,2,1.5,Individual mailing carton is available at additional charge.,IMC-CT,"Maximum size for enclosure cards: 4.25"" x 3.25"".",5 working days. Orders utilizing individual drop shipment directly to recipients will be available for shipment 10 working days from factory's receipt of complete and accurate mailing list.,,,SCT121_HERO.jpg,SCT121_WEB.jpg,SCT121_THUMB.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
SCT123,CCT123,,9,9,64,Pecan Turtles in Classic Treats Gift Box,2,24,13.99,13.99,13.95,13.95,13.89,,,3C,X,"These classic Pecan Turtles are simply the best! We slow cook our caramel in a large copper kettle until it is golden and delicious, drop it onto a bed of roasted, lightly salted, hand-picked pecans and then enrobe this combination in our special blend of milk chocolate!  Your choice of copper or silver gift box is foil-stamped in your choice of black, white, blue, or red and tied with a matching satin ribbon and bow.  Eggshell blue gift boxes are foil-stamped in white and tied with a white satin ribbon and bow.  Each box contains 12 turtles.","These classic Pecan Turtles are simply the best! We slow cook our caramel in a large copper kettle until it is golden and delicious, drop it onto a bed of roasted, lightly salted, hand-picked pecans and then enrobe this combination in our special blend of milk chocolate!  The silver gift box is foil-stamped in your choice of black, white, blue, or red and tied with a matching satin ribbon and bow.  Each box contains 12 turtles.",,X,,48,1,39,X,Gift Box,3.625,3.625,3.75,,,,,Price includes imprint foil-stamped in one of four colors on gift box.,2,1.5,Individual mailing carton is available at additional charge.,IMC-CT,"Maximum size for enclosure cards: 4.25"" x 3.25"".",5 working days. Orders utilizing individual drop shipment directly to recipients will be available for shipment 10 working days from factory's receipt of complete and accurate mailing list.,,,SCT123_HERO.jpg,SCT123_WEB.jpg,SCT123_THUMB.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
SCT124,CCT124,,9,9,64,Chocolate Covered Almonds in Classic Treats Gift Box,2,24,12.99,12.99,12.95,12.95,12.89,,,3C,X,"These Chocolate Covered Almonds are made with real cocoa.  By combining the rich flavor of premium chocolate with toasted California almonds that are high in fiber and loaded with vitamin E, we’ve created a delicious healthy snack that you can enjoy without feeling guilty. Your choice of copper or silver gift box is foil-stamped in your choice of black, white, blue, or red and tied with a matching satin ribbon and bow.  Eggshell blue gift boxes are foil-stamped in white and tied with a white satin ribbon and bow.  Each box contains five-ounces.","These Chocolate Covered Almonds are made with real cocoa.  By combining the rich flavor of premium chocolate with toasted California almonds that are high in fiber and loaded with vitamin E, we’ve created a delicious healthy snack that you can enjoy without feeling guilty. The silver gift box is foil-stamped in your choice of black, white, blue, or red and tied with a matching satin ribbon and bow.  Each box contains five-ounces.",,X,,48,1,39,X,Gift Box,3.625,3.625,3.75,,,,,Price includes imprint foil-stamped in one of four colors on gift box.,2,1.5,Individual mailing carton is available at additional charge.,IMC-CT,"Maximum size for enclosure cards: 4.25"" x 3.25"".",5 working days. Orders utilizing individual drop shipment directly to recipients will be available for shipment 10 working days from factory's receipt of complete and accurate mailing list.,,,SCT124_HERO.jpg,SCT124_WEB.jpg,SCT124_THUMB.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
SCT129,SCT129,,9,9,64,Peppermint Bark in Classic Treats Gift Box,2,24,14.99,14.99,14.95,14.95,14.89,,,3C,X,"Our Peppermint Bark adds a delightful twist to the classic candy cane. We begin with a delicious, creamy confection on top of a layer of dark chocolate, then add a touch of genuine peppermint oil and a generous sprinkling of real candy cane bits.   Just break into pieces to share and enjoy! Your choice of copper or silver gift box is foil-stamped in your choice of black, white, blue, or red and tied with a matching satin ribbon and bow.  Eggshell blue gift boxes are foil-stamped in white and tied with a white satin ribbon and bow.  Each box contains five-ounces.","Our Peppermint Bark adds a delightful twist to the classic candy cane. We begin with a delicious, creamy confection on top of a layer of dark chocolate, then add a touch of genuine peppermint oil and a generous sprinkling of real candy cane bits.   Just break into pieces to share and enjoy! The silver gift box is foil-stamped in your choice of black, white, blue, or red and tied with a matching satin ribbon and bow.  Each box contains five-ounces.",,,,48,1,39,X,Gift Box,3.625,3.625,3.75,,,,,Price includes imprint foil-stamped in one of four colors on gift box.,2,1.5,Individual mailing carton is available at additional charge.,IMC-CT,"Maximum size for enclosure cards: 4.25"" x 3.25"".",5 working days. Orders utilizing individual drop shipment directly to recipients will be available for shipment 10 working days from factory's receipt of complete and accurate mailing list.,,,SCT129_HERO.jpg,SCT129_WEB.jpg,SCT129_THUMB.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
SCT141,SCT141,,9,9,64,Jumbo California Pistachios in Classic Treats Gift Box,2,24,12.99,12.99,12.95,12.95,12.89,,,3C,X,"If you love extraordinary pistachios, you’ll not only appreciate these, you won’t be able to stop eating them.  These are the exceptionally flavorful “new crop” pistachios, straight from California, packed fresh and crunchy for your enjoyment.  Pistachios contain iron, protein and high levels of magnesium, which helps lower blood pressure.  Your choice of copper or silver gift box is foil-stamped in your choice of black, white, blue, or red and tied with a matching satin ribbon and bow.  Eggshell blue gift boxes are foil-stamped in white and tied with a white satin ribbon and bow.  Each box contains four-ounces.","If you love extraordinary pistachios, you’ll not only appreciate these, you won’t be able to stop eating them.  These are the exceptionally flavorful “new crop” pistachios, straight from California, packed fresh and crunchy for your enjoyment.  Pistachios contain iron, protein and high levels of magnesium, which helps lower blood pressure.  The silver gift box is foil-stamped in your choice of black, white, blue, or red and tied with a matching satin ribbon and bow.  Each box contains four-ounces.",,,,48,1,39,X,Gift Box,3.625,3.625,3.75,,,,,Price includes imprint foil-stamped in one of four colors on gift box.,2,1.5,Individual mailing carton is available at additional charge.,IMC-CT,"Maximum size for enclosure cards: 4.25"" x 3.25"".",5 working days. Orders utilizing individual drop shipment directly to recipients will be available for shipment 10 working days from factory's receipt of complete and accurate mailing list.,,,SCT141_HERO.jpg,SCT141_WEB.jpg,SCT141_THUMB.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
SCT143,CCT143,,9,9,64,Cocoa Dusted Truffles in Classic Treats Gift Box,2,24,13.99,13.99,13.95,13.95,13.89,,,3C,X,"Crafted in the centuries-old tradition of Europe's finest chocolatiers, our rich, creamy truffles offer the ultimate in chocolate enjoyment. Each decadent center is carefully blended for supreme smoothness, then gently dusted with premium cocoa to create a soft, sophisticated finish. Your choice of copper or silver gift box is foil-stamped in your choice of black, white, blue, or red and tied with a matching satin ribbon and bow.  Eggshell blue gift boxes are foil-stamped in white and tied with a white satin ribbon and bow.  Each box contains 11 truffles.","Crafted in the centuries-old tradition of Europe's finest chocolatiers, our rich, creamy truffles offer the ultimate in chocolate enjoyment. Each decadent center is carefully blended for supreme smoothness, then gently dusted with premium cocoa to create a soft, sophisticated finish. The silver gift box is foil-stamped in your choice of black, white, blue, or red and tied with a matching satin ribbon and bow.  Each box contains 11 truffles.",,,,48,1,39,X,Gift Box,3.625,3.625,3.75,,,,,Price includes imprint foil-stamped in one of four colors on gift box.,2,1.5,Individual mailing carton is available at additional charge.,IMC-CT,"Maximum size for enclosure cards: 4.25"" x 3.25"".",5 working days. Orders utilizing individual drop shipment directly to recipients will be available for shipment 10 working days from factory's receipt of complete and accurate mailing list.,,,SCT143_HERO.jpg,SCT143_WEB.jpg,SCT143_THUMB.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
SGB102,GGB102,,9,9,72,Extra Fancy Jumbo Cashews in Gable Top Gift Box,2,24,10.99,10.99,10.95,10.95,10.89,,,3C,X,"These jumbo, great tasting, freshly roasted, extra fancy cashews are some of the very finest in the world.  We roast them carefully to make sure they are extra crunchy, then lightly salt them to bring out that real, honest-to-goodness flavor.  Cashews are a great source of magnesium, selenium, zinc and iron.  The navy blue box contains five-ounces and is complete with a golden top with a gold foil-stamped imprint or silver top with a silver foil-stamped imprint.","These jumbo, great tasting, freshly roasted, extra fancy cashews are some of the very finest in the world.  We roast them carefully to make sure they are extra crunchy, then lightly salt them to bring out that real, honest-to-goodness flavor.  Cashews are a great source of magnesium, selenium, zinc and iron.  The navy blue box contains five-ounces and is complete with a silver top and a silver foil-stamped imprint.",,X,,48,1,30,X,Gift Box,3.5,2,5.5,,,,,Price includes imprint foil-stamped in silver on gift box.,2,2,Individual mailing carton is available at additional charge.,IMC-PD,"Maximum size for enclosure cards: 5"" x 3.25"".",5 working days. Orders utilizing individual drop shipment directly to recipients will be available for shipment 10 working days from factory's receipt of complete and accurate mailing list.,,,SGB102_HERO.jpg,SGB102_WEB.jpg,SGB102_THUMB.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
SGB116,GGB116,,9,9,72,Deluxe Mixed Nuts in Gable Top Gift Box,2,24,11.99,11.99,11.95,11.95,11.89,,,3C,X,"This assortment contains the finest tree nuts from all over the world including cashews, pecans, almonds, filberts and Brazil nuts.  We roast them in extremely small batches at just the right temperature, then salt them ever-so-lightly to enhance their natural flavor and package them at once to lock in the freshness.  The Mayo Clinic suggests eating a handful of nuts every day.  The navy blue box contains five-ounces and is complete with a golden top with a gold foil-stamped imprint or silver top with a silver foil-stamped imprint.","This assortment contains the finest tree nuts from all over the world including cashews, pecans, almonds, filberts and Brazil nuts.  We roast them in extremely small batches at just the right temperature, then salt them ever-so-lightly to enhance their natural flavor and package them at once to lock in the freshness.  The Mayo Clinic suggests eating a handful of nuts every day.  The navy blue box contains five-ounces and is complete with a silver top and a silver foil-stamped imprint.",,X,,48,1,30,X,Gift Box,3.5,2,5.5,,,,,Price includes imprint foil-stamped in silver on gift box.,2,2,Individual mailing carton is available at additional charge.,IMC-PD,"Maximum size for enclosure cards: 5"" x 3.25"".",5 working days. Orders utilizing individual drop shipment directly to recipients will be available for shipment 10 working days from factory's receipt of complete and accurate mailing list.,,,SGB116_HERO.jpg,SGB116_WEB.jpg,SGB116_THUMB.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
SGB118,SGB118,,9,9,72,Chocolate Peanut Butter Meltaways in Gable Top Gift Box,2,24,13.99,13.99,13.95,13.95,13.89,,,3C,X,"These Peanut Butter Meltaways are a wonderful blend of complex flavors—the soft, creamy peanut butter center is enrobed in rich, dark chocolate; then dusted with a delicate sprinkling of sea salt to create a smooth and incredible flavor sensation.  We are sure you will enjoy this delicious treat.  The navy blue box contains 8 meltaways and is complete with a golden top with a gold foil-stamped imprint or silver top with a silver foil-stamped imprint.","These Peanut Butter Meltaways are a wonderful blend of complex flavors—the soft, creamy peanut butter center is enrobed in rich, dark chocolate; then dusted with a delicate sprinkling of sea salt to create a smooth and incredible flavor sensation.  We are sure you will enjoy this delicious treat.  The navy blue box contains 8 meltaways and is complete with a silver top and a silver foil-stamped imprint.",,X,,48,1,30,X,Gift Box,3.5,2,5.5,,,,,Price includes imprint foil-stamped in silver on gift box.,2,2,Individual mailing carton is available at additional charge.,IMC-PD,"Maximum size for enclosure cards: 5"" x 3.25"".",5 working days. Orders utilizing individual drop shipment directly to recipients will be available for shipment 10 working days from factory's receipt of complete and accurate mailing list.,,,SGB118_HERO.jpg,SGB118_WEB.jpg,SGB118_THUMB.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
SGB119,GGB119,,9,9,72,Chocolate Sea Salt Caramels in Gable Top Gift Box,2,24,11.99,11.99,11.95,11.95,11.89,,,3C,X,"These Sea Salt Caramels are a harmonious blend of complex flavors—soft, buttery caramel, made with dairy fresh cream, is enrobed in rich, dark chocolate; then dusted with a delicate sprinkling of sea salt to create a bold flavor sensation.  We are sure you will enjoy this exquisite treat.  The navy blue box contains 8 caramels and is complete with a golden top with a gold foil-stamped imprint or silver top with a silver foil-stamped imprint.","These Sea Salt Caramels are a harmonious blend of complex flavors—soft, buttery caramel, made with dairy fresh cream, is enrobed in rich, dark chocolate; then dusted with a delicate sprinkling of sea salt to create a bold flavor sensation.  We are sure you will enjoy this exquisite treat.  The navy blue box contains 8 caramels and is complete with a silver top and a silver foil-stamped imprint.",,X,,48,1,30,X,Gift Box,3.5,2,5.5,,,,,Price includes imprint foil-stamped in silver on gift box.,2,2,Individual mailing carton is available at additional charge.,IMC-PD,"Maximum size for enclosure cards: 5"" x 3.25"".",5 working days. Orders utilizing individual drop shipment directly to recipients will be available for shipment 10 working days from factory's receipt of complete and accurate mailing list.,,,SGB119_HERO.jpg,SGB119_WEB.jpg,SGB119_THUMB.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
SGB121,SGB121,,9,9,72,English Butter Toffee in Gable Top Gift Box,2,24,11.99,11.99,11.95,11.95,11.89,,,3C,X,"Our English Butter Toffee is crafted in small batches from a perfect blend of freshly toasted California almonds, sweet creamery butter and pure cane sugar.  It is covered with a generous layer of rich milk chocolate and sprinkled with crushed almonds creating a buttery, crunchy, wonderful taste sensation.  The navy blue box contains 12 pieces of toffee and is complete with a golden top with a gold foil-stamped imprint or silver top with a silver foil-stamped imprint.","Our English Butter Toffee is crafted in small batches from a perfect blend of freshly toasted California almonds, sweet creamery butter and pure cane sugar.  It is covered with a generous layer of rich milk chocolate and sprinkled with crushed almonds creating a buttery, crunchy, wonderful taste sensation.  The navy blue box contains 12 pieces of toffee and is complete with a silver top and a silver foil-stamped imprint.",,,,48,1,30,X,Gift Box,3.5,2,5.5,,,,,Price includes imprint foil-stamped in silver on gift box.,2,2,Individual mailing carton is available at additional charge.,IMC-PD,"Maximum size for enclosure cards: 5"" x 3.25"".",5 working days. Orders utilizing individual drop shipment directly to recipients will be available for shipment 10 working days from factory's receipt of complete and accurate mailing list.,,,SGB121_HERO.jpg,SGB121_WEB.jpg,SGB121_THUMB.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
SGB123,SGB123,,9,9,72,Pecan Turtles in Gable Top Gift Box,2,24,11.99,11.99,11.95,11.95,11.89,,,3C,X,"These classic Pecan Turtles are simply the best! We slow cook our caramel in a large copper kettle until it is golden and delicious, drop it onto a bed of roasted, lightly salted, hand-picked pecans and then enrobe this combination in our special blend of milk chocolate!  The navy blue box contains 12 turtles and is complete with a golden top with a gold foil-stamped imprint or silver top with a silver foil-stamped imprint.","These classic Pecan Turtles are simply the best! We slow cook our caramel in a large copper kettle until it is silver and delicious, drop it onto a bed of roasted, lightly salted, hand-picked pecans and then enrobe this combination in our special blend of milk chocolate!  The navy blue box contains 12 turtles and is complete with a silver top and a silver foil-stamped imprint.",,X,,48,1,30,X,Gift Box,3.5,2,5.5,,,,,Price includes imprint foil-stamped in silver on gift box.,2,2,Individual mailing carton is available at additional charge.,IMC-PD,"Maximum size for enclosure cards: 5"" x 3.25"".",5 working days. Orders utilizing individual drop shipment directly to recipients will be available for shipment 10 working days from factory's receipt of complete and accurate mailing list.,,,SGB123_HERO.jpg,SGB123_WEB.jpg,SGB123_THUMB.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
SGB124,SGB124,,9,9,72,Chocolate Covered Almonds in Gable Top Gift Box,2,24,10.99,10.99,10.95,10.95,10.89,,,3C,X,"These Chocolate Covered Almonds are made with real cocoa.  By combining the rich flavor of premium chocolate with toasted California almonds that are high in fiber and loaded with vitamin E, we’ve created a delicious healthy snack that you can enjoy without feeling guilty.  The navy blue box contains five-ounces and is complete with a golden top with a gold foil-stamped imprint or silver top with a silver foil-stamped imprint.","These Chocolate Covered Almonds are made with real cocoa.  By combining the rich flavor of premium chocolate with toasted California almonds that are high in fiber and loaded with vitamin E, we’ve created a delicious healthy snack that you can enjoy without feeling guilty.  The navy blue box contains five-ounces and is complete with a silver top and a silver foil-stamped imprint.",,X,,48,1,30,X,Gift Box,3.5,2,5.5,,,,,Price includes imprint foil-stamped in silver on gift box.,2,2,Individual mailing carton is available at additional charge.,IMC-PD,"Maximum size for enclosure cards: 5"" x 3.25"".",5 working days. Orders utilizing individual drop shipment directly to recipients will be available for shipment 10 working days from factory's receipt of complete and accurate mailing list.,,,SGB124_HERO.jpg,SGB124_WEB.jpg,SGB124_THUMB.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
SGB143,SGB143,,9,9,72,Cocoa Dusted Truffles in Gable Top Gift Box,2,24,11.99,11.99,11.95,11.95,11.89,,,3C,X,"Crafted in the centuries-old tradition of Europe's finest chocolatiers, our rich, creamy truffles offer the ultimate in chocolate enjoyment. Each decadent center is carefully blended for supreme smoothness, then gently dusted with premium cocoa to create a soft, sophisticated finish.  The navy blue box contains 11 truffles and is complete with a golden top with a gold foil-stamped imprint or silver top with a silver foil-stamped imprint.","Crafted in the centuries-old tradition of Europe's finest chocolatiers, our rich, creamy truffles offer the ultimate in chocolate enjoyment. Each decadent center is carefully blended for supreme smoothness, then gently dusted with premium cocoa to create a soft, sophisticated finish.  The navy blue box contains 11 truffles and is complete with a silver top and a silver foil-stamped imprint.",,,,48,1,30,X,Gift Box,3.5,2,5.5,,,,,Price includes imprint foil-stamped in silver on gift box.,2,2,Individual mailing carton is available at additional charge.,IMC-PD,"Maximum size for enclosure cards: 5"" x 3.25"".",5 working days. Orders utilizing individual drop shipment directly to recipients will be available for shipment 10 working days from factory's receipt of complete and accurate mailing list.,,,SGB143_HERO.jpg,SGB143_WEB.jpg,SGB143_THUMB.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
SM301,,X,10,,,Smiling Snowman Gift Tower,4,12,39.95,39.65,38.95,,,,,3C,X,"This adorable Snowman Tower is filled with delicious gourmet treats including Peppermint Bark, Extra Fancy Jumbo Cashews and 4 Ghirardelli® Chocolate Squares. After the treats have been enjoyed, he makes a great holiday centerpiece. Serves 6-8.","This adorable Snowman Tower is filled with delicious gourmet treats including Peppermint Bark, Extra Fancy Jumbo Cashews and 4 Ghirardelli® Chocolate Squares. After the treats have been enjoyed, he makes a great holiday centerpiece. Serves 6-8.","Extra Fancy Jumbo Cashews, 5 oz.
Peppermint Bark, 5 oz.
4 Ghirardelli® Chocolate Squares, .75 oz. each",,,12,3,32,X,Tower,5,,9.5,,,,,Price includes imprint foil-stamped in red on white satin ribbon.,3,0.75,Individual mailing carton is included at no charge.,,,5 working days. Orders utilizing individual drop shipment directly to recipients will be available for shipment 10 working days from factory's receipt of complete and accurate mailing list.,,,SM301_HERO.jpg,SM301_WEB.jpg,SM301_THUMB.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
