STYLE,BRAND,DESCRIPTION,GROUP,SIZE,NET
G125,Gildan, DryBlend® 15.5 oz./lin. yd. 50/50 Hood,HEATHERS,S-XL, $	14.70
G125,Gildan, DryBlend® 15.5 oz./lin. yd. 50/50 Hood,HEATHERS,2XL, $	17.42
G125,Gildan, DryBlend® 15.5 oz./lin. yd. 50/50 Hood,HEATHERS,3XL, $	20.48
G125,Gildan, DryBlend® 15.5 oz./lin. yd. 50/50 Hood,NEUTRALS,S-XL, $	13.33
G125,Gildan, DryBlend® 15.5 oz./lin. yd. 50/50 Hood,NEUTRALS,2XL, $	17.34
G125,Gildan, DryBlend® 15.5 oz./lin. yd. 50/50 Hood,NEUTRALS,3XL, $	20.41
G180,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Fleece Crew,COLORS,S-XL, $	7.22
G180,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Fleece Crew,COLORS,2XL, $	8.88
G180,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Fleece Crew,COLORS,3XL, $	9.79
G180,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Fleece Crew,COLORS,4XL, $	9.79
G180,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Fleece Crew,COLORS,5XL, $	9.79
G180,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Fleece Crew,HEATHERS,S-XL, $	6.85
G180,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Fleece Crew,HEATHERS,2XL, $	8.37
G180,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Fleece Crew,HEATHERS,3XL, $	9.26
G180,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Fleece Crew,HEATHERS,4XL, $	9.26
G180,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Fleece Crew,HEATHERS,5XL, $	9.26
G180,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Fleece Crew,NEUTRALS,S-XL, $	5.29
G180,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Fleece Crew,NEUTRALS,2XL, $	6.94
G180,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Fleece Crew,NEUTRALS,3XL, $	7.85
G180,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Fleece Crew,NEUTRALS,4XL, $	7.85
G180,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Fleece Crew,NEUTRALS,5XL, $	7.85
G180B,Gildan, Heavy Blend™ Youth 13.3 oz./lin. yd. 50/50 Fleece Crew,COLORS,YOUTH XS-XL, $	7.45
G180B,Gildan, Heavy Blend™ Youth 13.3 oz./lin. yd. 50/50 Fleece Crew,HEATHERS,YOUTH XS-XL, $	6.73
G182,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Sweatpants,HEATHERS,S-XL, $	8.20
G182,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Sweatpants,HEATHERS,2XL, $	10.49
G182,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Sweatpants,COLORS,S-XL, $	8.46
G182,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Sweatpants,COLORS,2XL, $	11.07
G182B,Gildan, Heavy Blend™ Youth 13.3 oz./lin. yd. 50/50 Sweatpants,HEATHERS,YOUTH S-XL, $	8.12
G182B,Gildan, Heavy Blend™ Youth 13.3 oz./lin. yd. 50/50 Sweatpants,COLORS,YOUTH S-XL, $	8.72
G184,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Open-Bottom Sweatpants,HEATHERS,S-XL, $	8.93
G184,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Open-Bottom Sweatpants,HEATHERS,2XL, $	11.16
G184,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Open-Bottom Sweatpants,HEATHERS,3XL, $	12.06
G184,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Open-Bottom Sweatpants,HEATHERS,4XL, $	12.06
G184,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Open-Bottom Sweatpants,HEATHERS,5XL, $	12.06
G184,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Open-Bottom Sweatpants,COLORS,S-XL, $	9.51
G184,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Open-Bottom Sweatpants,COLORS,2XL, $	11.65
G184,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Open-Bottom Sweatpants,COLORS,3XL, $	12.55
G184,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Open-Bottom Sweatpants,COLORS,4XL, $	12.55
G184,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Open-Bottom Sweatpants,COLORS,5XL, $	12.55
G184FL,Gildan, Heavy Blend™ Ladies' 13.3 oz./lin. yd. 50/50 Open-Bottom Sweatpants,COLORS,S-XL, $	9.75
G184FL,Gildan, Heavy Blend™ Ladies' 13.3 oz./lin. yd. 50/50 Open-Bottom Sweatpants,COLORS,2XL, $	12.17
G184FL,Gildan, Heavy Blend™ Ladies' 13.3 oz./lin. yd. 50/50 Open-Bottom Sweatpants,HEATHERS,S-XL, $	9.15
G184FL,Gildan, Heavy Blend™ Ladies' 13.3 oz./lin. yd. 50/50 Open-Bottom Sweatpants,HEATHERS,2XL, $	11.52
G185,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Hood,COLORS,S-XL, $	12.27
G185,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Hood,COLORS,2XL, $	14.07
G185,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Hood,COLORS,3XL, $	16.01
G185,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Hood,COLORS,4XL, $	16.01
G185,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Hood,COLORS,5XL, $	16.01
G185,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Hood,HEATHERS,S-XL, $	11.99
G185,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Hood,HEATHERS,2XL, $	13.78
G185,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Hood,HEATHERS,3XL, $	15.71
G185,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Hood,HEATHERS,4XL, $	15.71
G185,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Hood,HEATHERS,5XL, $	15.71
G185,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Hood,NEUTRALS,S-XL, $	11.42
G185,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Hood,NEUTRALS,2XL, $	13.17
G185,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Hood,NEUTRALS,3XL, $	15.12
G185,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Hood,NEUTRALS,4XL, $	15.12
G185,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Hood,NEUTRALS,5XL, $	15.12
G185B,Gildan, Heavy Blend™ Youth 13.3 oz./lin. yd. 50/50 Hood,HEATHERS,YOUTH XS-XL, $	10.92
G185B,Gildan, Heavy Blend™ Youth 13.3 oz./lin. yd. 50/50 Hood,COLORS,YOUTH XS-XL, $	11.25
G185B,Gildan, Heavy Blend™ Youth 13.3 oz./lin. yd. 50/50 Hood,NEUTRALS,YOUTH XS-XL, $	10.58
G186,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Full-Zip Hood,HEATHERS,S-XL, $	13.00
G186,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Full-Zip Hood,HEATHERS,2XL, $	16.06
G186,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Full-Zip Hood,HEATHERS,3XL, $	17.28
G186,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Full-Zip Hood,HEATHERS,4XL, $	17.28
G186,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Full-Zip Hood,HEATHERS,5XL, $	17.28
G186,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Full-Zip Hood,COLORS,S-XL, $	13.60
G186,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Full-Zip Hood,COLORS,2XL, $	16.86
G186,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Full-Zip Hood,COLORS,3XL, $	18.08
G186,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Full-Zip Hood,COLORS,4XL, $	18.08
G186,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Full-Zip Hood,COLORS,5XL, $	18.08
G186,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Full-Zip Hood,NEUTRALS,S-XL, $	12.43
G186,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Full-Zip Hood,NEUTRALS,2XL, $	14.92
G186,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Full-Zip Hood,NEUTRALS,3XL, $	16.15
G186,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Full-Zip Hood,NEUTRALS,4XL, $	16.15
G186,Gildan, Heavy Blend™ 13.3 oz./lin. yd. 50/50 Full-Zip Hood,NEUTRALS,5XL, $	16.15
G186B,Gildan, Heavy Blend™ Youth 13.3 oz./lin. yd. 50/50 Full-Zip Hood,COLORS,Youth XS-XL, $	15.43
G186B,Gildan, Heavy Blend™ Youth 13.3 oz./lin. yd. 50/50 Full-Zip Hood,HEATHERS,Youth XS-XL, $	14.99
G186FL,Gildan, Heavy Blend™ Ladies' 13.3 oz./lin. yd. 50/50 Full-Zip Hood,COLORS,S-XL, $	16.33
G186FL,Gildan, Heavy Blend™ Ladies' 13.3 oz./lin. yd. 50/50 Full-Zip Hood,COLORS,2XL, $	18.62
G186FL,Gildan, Heavy Blend™ Ladies' 13.3 oz./lin. yd. 50/50 Full-Zip Hood,COLORS,3XL, $	19.25
G186FL,Gildan, Heavy Blend™ Ladies' 13.3 oz./lin. yd. 50/50 Full-Zip Hood,HEATHERS,S-XL, $	15.09
G186FL,Gildan, Heavy Blend™ Ladies' 13.3 oz./lin. yd. 50/50 Full-Zip Hood,HEATHERS,2XL, $	17.65
G186FL,Gildan, Heavy Blend™ Ladies' 13.3 oz./lin. yd. 50/50 Full-Zip Hood,HEATHERS,3XL, $	18.26
G186FL,Gildan, Heavy Blend™ Ladies' 13.3 oz./lin. yd. 50/50 Full-Zip Hood,NEUTRALS,S-XL, $	14.71
G186FL,Gildan, Heavy Blend™ Ladies' 13.3 oz./lin. yd. 50/50 Full-Zip Hood,NEUTRALS,2XL, $	17.27
G186FL,Gildan, Heavy Blend™ Ladies' 13.3 oz./lin. yd. 50/50 Full-Zip Hood,NEUTRALS,3XL, $	17.89
G200,Gildan, Ultra Cotton® 10 oz./lin. yd. T-Shirt,COLORS,S-XL, $	2.77
G200,Gildan, Ultra Cotton® 10 oz./lin. yd. T-Shirt,COLORS,2XL, $	5.09
G200,Gildan, Ultra Cotton® 10 oz./lin. yd. T-Shirt,COLORS,3XL, $	6.41
G200,Gildan, Ultra Cotton® 10 oz./lin. yd. T-Shirt,COLORS,4XL, $	6.41
G200,Gildan, Ultra Cotton® 10 oz./lin. yd. T-Shirt,COLORS,5XL, $	6.41
G200,Gildan, Ultra Cotton® 10 oz./lin. yd. T-Shirt,PFD,S-XL, $	2.72
G200,Gildan, Ultra Cotton® 10 oz./lin. yd. T-Shirt,PFD,2XL, $	4.30
G200,Gildan, Ultra Cotton® 10 oz./lin. yd. T-Shirt,PFD,3XL, $	4.57
G200,Gildan, Ultra Cotton® 10 oz./lin. yd. T-Shirt,PFD,4XL, $	4.57
G200,Gildan, Ultra Cotton® 10 oz./lin. yd. T-Shirt,PFD,5XL, $	4.57
G200,Gildan, Ultra Cotton® 10 oz./lin. yd. T-Shirt,HEATHERS,S-XL, $	2.63
G200,Gildan, Ultra Cotton® 10 oz./lin. yd. T-Shirt,HEATHERS,2XL, $	4.78
G200,Gildan, Ultra Cotton® 10 oz./lin. yd. T-Shirt,HEATHERS,3XL, $	6.13
G200,Gildan, Ultra Cotton® 10 oz./lin. yd. T-Shirt,HEATHERS,4XL, $	6.13
G200,Gildan, Ultra Cotton® 10 oz./lin. yd. T-Shirt,HEATHERS,5XL, $	6.13
G200,Gildan, Ultra Cotton® 10 oz./lin. yd. T-Shirt,NEUTRALS,S-XL, $	2.48
G200,Gildan, Ultra Cotton® 10 oz./lin. yd. T-Shirt,NEUTRALS,2XL, $	4.31
G200,Gildan, Ultra Cotton® 10 oz./lin. yd. T-Shirt,NEUTRALS,3XL, $	5.78
G200,Gildan, Ultra Cotton® 10 oz./lin. yd. T-Shirt,NEUTRALS,4XL, $	5.78
G200,Gildan, Ultra Cotton® 10 oz./lin. yd. T-Shirt,NEUTRALS,5XL, $	5.78
G200B,Gildan, Ultra Cotton® Youth 10 oz./lin. yd. T-Shirt,COLORS,YOUTH XS-XL, $	2.45
G200B,Gildan, Ultra Cotton® Youth 10 oz./lin. yd. T-Shirt,PFD,YOUTH XS-XL, $	2.36
G200B,Gildan, Ultra Cotton® Youth 10 oz./lin. yd. T-Shirt,HEATHERS,YOUTH XS-XL, $	2.43
G200B,Gildan, Ultra Cotton® Youth 10 oz./lin. yd. T-Shirt,NEUTRALS,YOUTH XS-XL, $	1.99
G200L,Gildan, Ultra Cotton® Ladies' 10 oz./lin. yd. T-Shirt,COLORS,XS-XL, $	2.71
G200L,Gildan, Ultra Cotton® Ladies' 10 oz./lin. yd. T-Shirt,COLORS,2XL, $	4.17
G200L,Gildan, Ultra Cotton® Ladies' 10 oz./lin. yd. T-Shirt,COLORS,3XL, $	4.76
G200L,Gildan, Ultra Cotton® Ladies' 10 oz./lin. yd. T-Shirt,HEATHERS,XS-XL, $	2.53
G200L,Gildan, Ultra Cotton® Ladies' 10 oz./lin. yd. T-Shirt,HEATHERS,2XL, $	3.58
G200L,Gildan, Ultra Cotton® Ladies' 10 oz./lin. yd. T-Shirt,HEATHERS,3XL, $	4.19
G200L,Gildan, Ultra Cotton® Ladies' 10 oz./lin. yd. T-Shirt,NEUTRALS,XS-XL, $	2.12
G200L,Gildan, Ultra Cotton® Ladies' 10 oz./lin. yd. T-Shirt,NEUTRALS,2XL, $	2.70
G200L,Gildan, Ultra Cotton® Ladies' 10 oz./lin. yd. T-Shirt,NEUTRALS,3XL, $	3.30
G200T,Gildan, Ultra Cotton® Tall 10 oz./lin. yd. Short-Sleeve T-Shirt,COLORS,XLT, $	6.92
G200T,Gildan, Ultra Cotton® Tall 10 oz./lin. yd. Short-Sleeve T-Shirt,COLORS,2XT, $	7.11
G200T,Gildan, Ultra Cotton® Tall 10 oz./lin. yd. Short-Sleeve T-Shirt,COLORS,3XT, $	7.25
G200T,Gildan, Ultra Cotton® Tall 10 oz./lin. yd. Short-Sleeve T-Shirt,HEATHERS,XLT, $	6.06
G200T,Gildan, Ultra Cotton® Tall 10 oz./lin. yd. Short-Sleeve T-Shirt,HEATHERS,2XT, $	6.25
G200T,Gildan, Ultra Cotton® Tall 10 oz./lin. yd. Short-Sleeve T-Shirt,HEATHERS,3XT, $	6.39
G200T,Gildan, Ultra Cotton® Tall 10 oz./lin. yd. Short-Sleeve T-Shirt,NEUTRALS,XLT, $	5.31
G200T,Gildan, Ultra Cotton® Tall 10 oz./lin. yd. Short-Sleeve T-Shirt,NEUTRALS,2XT, $	5.49
G200T,Gildan, Ultra Cotton® Tall 10 oz./lin. yd. Short-Sleeve T-Shirt,NEUTRALS,3XT, $	5.62
G220,Gildan, Ultra Cotton® 10 oz./lin. yd. Tank,HEATHERS,S-XL, $	4.30
G220,Gildan, Ultra Cotton® 10 oz./lin. yd. Tank,HEATHERS,2XL, $	6.37
G220,Gildan, Ultra Cotton® 10 oz./lin. yd. Tank,COLORS,S-XL, $	4.74
G220,Gildan, Ultra Cotton® 10 oz./lin. yd. Tank,COLORS,2XL, $	7.23
G220,Gildan, Ultra Cotton® 10 oz./lin. yd. Tank,COLORS,3XL, $	8.12
G220,Gildan, Ultra Cotton® 10 oz./lin. yd. Tank,HEATHERS,3XL, $	7.38
G220,Gildan, Ultra Cotton® 10 oz./lin. yd. Tank,NEUTRALS,S-XL, $	3.67
G220,Gildan, Ultra Cotton® 10 oz./lin. yd. Tank,NEUTRALS,2XL, $	5.70
G220,Gildan, Ultra Cotton® 10 oz./lin. yd. Tank,NEUTRALS,3XL, $	6.60
G230,Gildan, Ultra Cotton® 10 oz./lin. yd. Pocket T-Shirt,COLORS,S-XL, $	5.78
G230,Gildan, Ultra Cotton® 10 oz./lin. yd. Pocket T-Shirt,COLORS,2XL, $	7.95
G230,Gildan, Ultra Cotton® 10 oz./lin. yd. Pocket T-Shirt,COLORS,3XL, $	9.16
G230,Gildan, Ultra Cotton® 10 oz./lin. yd. Pocket T-Shirt,COLORS,4XL, $	9.16
G230,Gildan, Ultra Cotton® 10 oz./lin. yd. Pocket T-Shirt,COLORS,5XL, $	9.16
G230,Gildan, Ultra Cotton® 10 oz./lin. yd. Pocket T-Shirt,HEATHERS,S-XL, $	5.01
G230,Gildan, Ultra Cotton® 10 oz./lin. yd. Pocket T-Shirt,HEATHERS,2XL, $	6.83
G230,Gildan, Ultra Cotton® 10 oz./lin. yd. Pocket T-Shirt,HEATHERS,3XL, $	8.02
G230,Gildan, Ultra Cotton® 10 oz./lin. yd. Pocket T-Shirt,HEATHERS,4XL, $	8.02
G230,Gildan, Ultra Cotton® 10 oz./lin. yd. Pocket T-Shirt,HEATHERS,5XL, $	8.02
G230,Gildan, Ultra Cotton® 10 oz./lin. yd. Pocket T-Shirt,NEUTRALS,S-XL, $	4.03
G230,Gildan, Ultra Cotton® 10 oz./lin. yd. Pocket T-Shirt,NEUTRALS,2XL, $	5.81
G230,Gildan, Ultra Cotton® 10 oz./lin. yd. Pocket T-Shirt,NEUTRALS,3XL, $	7.02
G230,Gildan, Ultra Cotton® 10 oz./lin. yd. Pocket T-Shirt,NEUTRALS,4XL, $	7.02
G230,Gildan, Ultra Cotton® 10 oz./lin. yd. Pocket T-Shirt,NEUTRALS,5XL, $	7.02
G240,Gildan, Ultra Cotton® 10 oz./lin. yd. Long-Sleeve T-Shirt,COLORS,S-XL, $	5.76
G240,Gildan, Ultra Cotton® 10 oz./lin. yd. Long-Sleeve T-Shirt,COLORS,2XL, $	8.23
G240,Gildan, Ultra Cotton® 10 oz./lin. yd. Long-Sleeve T-Shirt,COLORS,3XL, $	9.71
G240,Gildan, Ultra Cotton® 10 oz./lin. yd. Long-Sleeve T-Shirt,COLORS,4XL, $	9.71
G240,Gildan, Ultra Cotton® 10 oz./lin. yd. Long-Sleeve T-Shirt,COLORS,5XL, $	9.71
G240,Gildan, Ultra Cotton® 10 oz./lin. yd. Long-Sleeve T-Shirt,HEATHERS,S-XL, $	5.14
G240,Gildan, Ultra Cotton® 10 oz./lin. yd. Long-Sleeve T-Shirt,HEATHERS,2XL, $	7.29
G240,Gildan, Ultra Cotton® 10 oz./lin. yd. Long-Sleeve T-Shirt,HEATHERS,3XL, $	8.78
G240,Gildan, Ultra Cotton® 10 oz./lin. yd. Long-Sleeve T-Shirt,HEATHERS,4XL, $	8.78
G240,Gildan, Ultra Cotton® 10 oz./lin. yd. Long-Sleeve T-Shirt,HEATHERS,5XL, $	8.78
G240,Gildan, Ultra Cotton® 10 oz./lin. yd. Long-Sleeve T-Shirt,NEUTRALS,S-XL, $	4.19
G240,Gildan, Ultra Cotton® 10 oz./lin. yd. Long-Sleeve T-Shirt,NEUTRALS,2XL, $	6.17
G240,Gildan, Ultra Cotton® 10 oz./lin. yd. Long-Sleeve T-Shirt,NEUTRALS,3XL, $	7.65
G240,Gildan, Ultra Cotton® 10 oz./lin. yd. Long-Sleeve T-Shirt,NEUTRALS,4XL, $	7.65
G240,Gildan, Ultra Cotton® 10 oz./lin. yd. Long-Sleeve T-Shirt,NEUTRALS,5XL, $	7.65
G240B,Gildan, Ultra Cotton® Youth 10 oz./lin. yd. Long-Sleeve T-Shirt,COLORS,YOUTH S-XL, $	6.22
G240B,Gildan, Ultra Cotton® Youth 10 oz./lin. yd. Long-Sleeve T-Shirt,NEUTRALS,YOUTH S-XL, $	4.95
G241,Gildan, Ultra Cotton® 10 oz./lin. yd. Long-Sleeve Pocket T-Shirt,COLORS,S-XL, $	7.88
G241,Gildan, Ultra Cotton® 10 oz./lin. yd. Long-Sleeve Pocket T-Shirt,COLORS,2XL, $	10.37
G241,Gildan, Ultra Cotton® 10 oz./lin. yd. Long-Sleeve Pocket T-Shirt,COLORS,3XL, $	11.69
G241,Gildan, Ultra Cotton® 10 oz./lin. yd. Long-Sleeve Pocket T-Shirt,COLORS,4XL, $	11.69
G241,Gildan, Ultra Cotton® 10 oz./lin. yd. Long-Sleeve Pocket T-Shirt,COLORS,5XL, $	11.70
G241,Gildan, Ultra Cotton® 10 oz./lin. yd. Long-Sleeve Pocket T-Shirt,HEATHERS,S-XL, $	7.28
G241,Gildan, Ultra Cotton® 10 oz./lin. yd. Long-Sleeve Pocket T-Shirt,HEATHERS,2XL, $	9.75
G241,Gildan, Ultra Cotton® 10 oz./lin. yd. Long-Sleeve Pocket T-Shirt,HEATHERS,3XL, $	11.08
G241,Gildan, Ultra Cotton® 10 oz./lin. yd. Long-Sleeve Pocket T-Shirt,HEATHERS,4XL, $	11.08
G241,Gildan, Ultra Cotton® 10 oz./lin. yd. Long-Sleeve Pocket T-Shirt,HEATHERS,5XL, $	11.10
G241,Gildan, Ultra Cotton® 10 oz./lin. yd. Long-Sleeve Pocket T-Shirt,NEUTRALS,S-XL, $	6.56
G241,Gildan, Ultra Cotton® 10 oz./lin. yd. Long-Sleeve Pocket T-Shirt,NEUTRALS,2XL, $	8.78
G241,Gildan, Ultra Cotton® 10 oz./lin. yd. Long-Sleeve Pocket T-Shirt,NEUTRALS,3XL, $	10.10
G241,Gildan, Ultra Cotton® 10 oz./lin. yd. Long-Sleeve Pocket T-Shirt,NEUTRALS,4XL, $	10.12
G241,Gildan, Ultra Cotton® 10 oz./lin. yd. Long-Sleeve Pocket T-Shirt,NEUTRALS,5XL, $	10.12
G420,Gildan, Performance™ 7.5 oz./lin. yd. T-Shirt,COLORS,S-XL, $	4.74
G420,Gildan, Performance™ 7.5 oz./lin. yd. T-Shirt,COLORS,2XL, $	5.66
G420,Gildan, Performance™ 7.5 oz./lin. yd. T-Shirt,COLORS,3XL, $	6.26
G420,Gildan, Performance™ 7.5 oz./lin. yd. T-Shirt,HEATHERS,S-XL, $	4.74
G420,Gildan, Performance™ 7.5 oz./lin. yd. T-Shirt,HEATHERS,2XL, $	5.66
G420,Gildan, Performance™ 7.5 oz./lin. yd. T-Shirt,HEATHERS,3XL, $	6.26
G420,Gildan, Performance™ 7.5 oz./lin. yd. T-Shirt,NEUTRALS,S-XL, $	4.74
G420,Gildan, Performance™ 7.5 oz./lin. yd. T-Shirt,NEUTRALS,2XL, $	5.66
G420,Gildan, Performance™ 7.5 oz./lin. yd. T-Shirt,NEUTRALS,3XL, $	6.26
G420B,Gildan, Performance™ Youth 7.5 oz./lin. yd. T-Shirt,COLORS,YOUTH XS-XL, $	4.05
G420B,Gildan, Performance™ Youth 7.5 oz./lin. yd. T-Shirt,HEATHERS,YOUTH XS-XL, $	4.01
G420B,Gildan, Performance™ Youth 7.5 oz./lin. yd. T-Shirt,NEUTRALS,YOUTH XS-XL, $	4.01
G420L,Gildan, Performance™ Ladies' 7.5 oz./lin. yd. T-Shirt,COLORS,XS-XL, $	4.74
G420L,Gildan, Performance™ Ladies' 7.5 oz./lin. yd. T-Shirt,COLORS,2XL, $	5.66
G420L,Gildan, Performance™ Ladies' 7.5 oz./lin. yd. T-Shirt,HEATHERS,XS-XL, $	4.74
G420L,Gildan, Performance™ Ladies' 7.5 oz./lin. yd. T-Shirt,HEATHERS,2XL, $	5.66
G420L,Gildan, Performance™ Ladies' 7.5 oz./lin. yd. T-Shirt,NEUTRALS,XS-XL, $	4.74
G420L,Gildan, Performance™ Ladies' 7.5 oz./lin. yd. T-Shirt,NEUTRALS,2XL, $	5.66
G424,Gildan, Performance™ 7.5 oz./lin. yd. Long-Sleeve T-Shirt,COLORS,S-XL, $	6.37
G424,Gildan, Performance™ 7.5 oz./lin. yd. Long-Sleeve T-Shirt,COLORS,2XL, $	8.13
G424,Gildan, Performance™ 7.5 oz./lin. yd. Long-Sleeve T-Shirt,COLORS,3XL, $	8.73
G424,Gildan, Performance™ 7.5 oz./lin. yd. Long-Sleeve T-Shirt,HEATHERS,S-XL, $	6.37
G424,Gildan, Performance™ 7.5 oz./lin. yd. Long-Sleeve T-Shirt,HEATHERS,2XL, $	8.13
G424,Gildan, Performance™ 7.5 oz./lin. yd. Long-Sleeve T-Shirt,HEATHERS,3XL, $	8.73
G424,Gildan, Performance™ 7.5 oz./lin. yd. Long-Sleeve T-Shirt,NEUTRALS,S-XL, $	6.37
G424,Gildan, Performance™ 7.5 oz./lin. yd. Long-Sleeve T-Shirt,NEUTRALS,2XL, $	8.13
G424,Gildan, Performance™ 7.5 oz./lin. yd. Long-Sleeve T-Shirt,NEUTRALS,3XL, $	8.73
G424B,Gildan, Performance™ Youth 7.5 oz./lin. yd. Long-Sleeve T-Shirt,COLORS,YOUTH XS-XL, $	4.93
G424B,Gildan, Performance™ Youth 7.5 oz./lin. yd. Long-Sleeve T-Shirt,HEATHERS,YOUTH XS-XL, $	4.93
G424B,Gildan, Performance™ Youth 7.5 oz./lin. yd. Long-Sleeve T-Shirt,NEUTRALS,YOUTH XS-XL, $	4.93
G424L,Gildan, Performance™ Ladies' 7.5 oz./lin. yd. Long-Sleeve T-Shirt,COLORS,XS-XL, $	6.37
G424L,Gildan, Performance™ Ladies' 7.5 oz./lin. yd. Long-Sleeve T-Shirt,COLORS,2XL, $	8.13
G424L,Gildan, Performance™ Ladies' 7.5 oz./lin. yd. Long-Sleeve T-Shirt,HEATHERS,XS-XL, $	6.37
G424L,Gildan, Performance™ Ladies' 7.5 oz./lin. yd. Long-Sleeve T-Shirt,HEATHERS,2XL, $	8.13
G424L,Gildan, Performance™ Ladies' 7.5 oz./lin. yd. Long-Sleeve T-Shirt,NEUTRALS,XS-XL, $	6.37
G424L,Gildan, Performance™ Ladies' 7.5 oz./lin. yd. Long-Sleeve T-Shirt,NEUTRALS,2XL, $	8.13
G44S30,Gildan, Performance™ 5.5 oz./lin. yd. Nine Inch Short with Pocket,COLORS,S-XL, $	9.87
G44S30,Gildan, Performance™ 5.5 oz./lin. yd. Nine Inch Short with Pocket,COLORS,2XL, $	12.37
G44S30,Gildan, Performance™ 5.5 oz./lin. yd. Nine Inch Short with Pocket,COLORS,3XL, $	12.67
G44S30,Gildan, Performance™ 5.5 oz./lin. yd. Nine Inch Short with Pocket,HEATHERS,S-XL, $	9.87
G44S30,Gildan, Performance™ 5.5 oz./lin. yd. Nine Inch Short with Pocket,HEATHERS,2XL, $	12.37
G44S30,Gildan, Performance™ 5.5 oz./lin. yd. Nine Inch Short with Pocket,HEATHERS,3XL, $	12.67
G470,GILDAN,Adult Gildan Performance® Adult Tech T-Shirt,COLORS,2XL, $	6.90
G470,GILDAN,Adult Gildan Performance® Adult Tech T-Shirt,COLORS,3XL, $	7.81
G470,GILDAN,Adult Gildan Performance® Adult Tech T-Shirt,COLORS,XS-XL, $	6.17
G470,GILDAN,Adult Gildan Performance® Adult Tech T-Shirt,NEUTRALS,2XL, $	6.90
G470,GILDAN,Adult Gildan Performance® Adult Tech T-Shirt,NEUTRALS,3XL, $	7.81
